time,temperature
40.62351131439209,612.0
40.9513840675354,613.0
41.2462682723999,615.0
41.579421043395996,619.0
41.92180395126343,622.0
42.2440824508667,620.0
42.59121513366699,624.0
42.886932611465454,622.0
43.18221187591553,624.0
43.48268532752991,628.0
43.799718141555786,631.0
44.11410212516785,634.0
44.40987825393677,638.0
44.756598234176636,642.0
45.07855248451233,640.0
45.40290355682373,640.0
45.72460675239563,643.0
46.05630707740784,644.0
46.38817048072815,648.0
46.69810104370117,646.0
47.02381110191345,648.0
47.35647773742676,649.0
47.66398572921753,653.0
47.98711633682251,654.0
48.33317852020264,654.0
48.66289806365967,656.0
48.98300361633301,656.0
49.30429029464722,660.0
49.6490433216095,659.0
49.969072580337524,660.0
50.272953271865845,660.0
50.593645334243774,663.0
